,id,tweet,subtask_a,subtask_b,subtask_c,clean_tweet
6252,98466,@USER God bless my uncle has cancer too but she is in a better place now,NOT,,,  god bless my uncle has cancer too but she is in a better place now
6253,67980,@USER #Causality? Is it:  1. Chicago lawmakers instituted strict #guncontrol BECAUSE of high pre-existing crime rate? 2. Crime rate is high BECAUSE strict gun control prevents law abiding citizens to be armed - so only scofflaws have guns? 3. No causality at all. Statistics are #COHORT,OFF,UNT,,   causality? is it   1  chicago lawmakers instituted strict  guncontrol because of high pre existing crime rate? 2  crime rate is high because strict gun control prevents law abiding citizens to be armed   so only scofflaws have guns? 3  no causality at all  statistics are  cohort
6254,44085,@USER He’s a nut job and to republicans thinking he will support your “let kids be murdered in school” policy he says Emma Gonzalez is his idol who is a gun control advocate so don’t be fooled unless you want liberal policies. (Personally I do but what the hell),OFF,TIN,IND,  he s a nut job and to republicans thinking he will support your  let kids be murdered in school  policy he says emma gonzalez is his idol who is a gun control advocate so don t be fooled unless you want liberal policies  (personally i do but what the hell)
6255,44096,@USER God Help Us.,NOT,,,  god help us 
6256,10645,Maybe we aren't  #qanon #qarmytrain #wwg1wga #DrainTheDeepState #MAGA URL,NOT,,,maybe we are not   qanon  qarmytrain  wwg1wga  drainthedeepstate  maga url
6257,41129,@USER @USER Corbyn and Abbott won’t get in so the conservatives will win again 👍,NOT,,,    corbyn and abbott won t get in so the conservatives will win again  
6258,41304,@USER I follow civil liberals or center-left people and a few of them I’ve interacted with for yrs. I learn from them occasionally and hopefully vice versa. Never thought about blocking them. I guess a shift is what ppl might see as problematic 🤷🏻‍♂️,NOT,,,  i follow civil liberals or center left people and a few of them i ve interacted with for yrs  i learn from them occasionally and hopefully vice versa  never thought about blocking them  i guess a shift is what ppl might see as problematic      
6259,65099,@USER School food ass anyways😂😂,NOT,,,  school food ass anyways  
6260,78195,@USER ALL LIVES MATTER!!!!,NOT,,,  all lives matter!!!!
6261,64672,@USER @USER @USER @USER Conservatives like Shapiro think everyone's cognitive functionality is structured like theirs: rules-based.  Nope. It is especially true for non-conservatives that most people think results/goals-based and *NOT* rules-based.  So they can't contend with rule-breakers.,NOT,,,        conservatives like shapiro think everyone  cognitive functionality is structured like theirs  rules based   nope  it is especially true for non conservatives that most people think results goals based and  not  rules based   so they can not contend with rule breakers 
6262,99954,@USER True Liberals do,NOT,,,  true liberals do
6263,27248,#WomenShouldRuleTheWorld that is all. URL via @USER,NOT,,, womenshouldruletheworld that is all  url via  
6264,47478,I’m not going to no function with niggas that wear MAGA hats 🤢,NOT,,,i m not going to no function with niggas that wear maga hats  
6265,66355,@USER @USER @USER Yeah fuck pogba👍,OFF,TIN,IND,      yeah fuck pogba 
6266,65805,@USER got Kamara too he is the man,NOT,,,  got kamara too he is the man
6267,78174,@USER @USER You are such a fraud &amp; doing the fight against anti-Semitism an extreme disservice.,OFF,TIN,IND,    you are such a fraud  andamp  doing the fight against anti semitism an extreme disservice 
6268,55866,@USER @USER Two words I thought I would never hear together #ticats and cornhole,NOT,,,    two words i thought i would never hear together  ticats and cornhole
6269,86688,@USER @USER @USER #Brilliant bigotry..,OFF,TIN,OTH,       brilliant bigotry  
6270,64781,@USER @USER @USER @USER @USER Antifa fails,NOT,,,          antifa fails
6271,39322,@USER When will you and the rest of the #MSM go after #KeithEllison and the reports of abuse about him?..seem like you guys have 2 standards when it come to covering harassment claims against Liberals (ignore or downplay) then Conservatives (24/7 coverage assuming guilt right away)..,NOT,,,  when will you and the rest of the  msm go after  keithellison and the reports of abuse about him?  seem like you guys have 2 standards when it come to covering harassment claims against liberals (ignore or downplay) then conservatives (24 7 coverage assuming guilt right away)  
6272,82377,@USER @USER If I die from him again i might say fuck him and his armor and leave it there in his crypt and never go back lol,OFF,TIN,OTH,    if i die from him again i might say fuck him and his armor and leave it there in his crypt and never go back lol
6273,10401,@USER incoming the gun control patrol,NOT,,,  incoming the gun control patrol
6274,50561,@USER @USER @USER Mickie is 39 now? She is on her way out.,NOT,,,      mickie is 39 now? she is on her way out 
6275,58559,@USER @USER Not supporting trump is the lowest low bar. I’m glad someone doesn’t support trump. It doesn’t make them an ally. There are plenty of conservatives who hate trump who aren’t also pure trash.,OFF,TIN,IND,    not supporting trump is the lowest low bar  i m glad someone doesn t support trump  it doesn t make them an ally  there are plenty of conservatives who hate trump who aren t also pure trash 
6276,60506,@USER please can I print out the great poster you designed for #JusticeForOliver I have a stall at @USER event for this purpose. I was going to do one myself but you are much better at techno😁 @USER URL,NOT,,,  please can i print out the great poster you designed for  justiceforoliver i have a stall at   event for this purpose  i was going to do one myself but you are much better at techno    url
6277,22062,@USER @USER Who are you to judge a man. Is your name Jesus? Why fuss about the words he chose? How many did your Messiah @USER bring home. Stop being a troll and wake up. #MAGA #Qanon #WWG1WGA #Trump #TrustThePlan URL,OFF,TIN,IND,    who are you to judge a man  is your name jesus? why fuss about the words he chose? how many did your messiah   bring home  stop being a troll and wake up   maga  qanon  wwg1wga  trump  trusttheplan url
6278,99701,@USER Amen 💯Have. grest  Day Edwsrd 🙏 #MAGA  💯🇺🇸🇺🇸🇺🇸🇺🇸 URL,NOT,,,  amen  have  grest  day edwsrd    maga            url
6279,25374,@USER Here are the husbands: 1945 Mrs Dean 1969 Mrs Peterson Lawton 2000 when she is dead Mrs. Peterson.  I think Peterson came after Lawton 1967 she divorced Lawton  Lawton had 6 wives last count lol URL,NOT,,,  here are the husbands  1945 mrs dean 1969 mrs peterson lawton 2000 when she is dead mrs  peterson   i think peterson came after lawton 1967 she divorced lawton  lawton had 6 wives last count lol url
6280,84446,@USER I love Carole! She is so smart I will really miss her! #RHONY was hoping u would have been a great addition to @USER or another political show. Any news on what u will do next? ❤️,NOT,,,  i love carole! she is so smart i will really miss her!  rhony was hoping u would have been a great addition to   or another political show  any news on what u will do next?   
6281,18485,@USER I am truly sorry that you are having a rough day. I hope it gets better for you. I am doing fantastic.,NOT,,,  i am truly sorry that you are having a rough day  i hope it gets better for you  i am doing fantastic 
6282,33951,He’s Back !!  James O’Keefe’s ‘Project Veritas’ Exposes The DEEP STATE In A New Series Of Videos  He Exposes A State Dept Employee Organizing For The ‘Democrat Socialist Of America’ While At Work And Your Tax Dollars Pay Him  #TuesdayTips #MAGA #KAG  URL URL,NOT,,,he s back !!  james o keefe s  project veritas  exposes the deep state in a new series of videos  he exposes a state dept employee organizing for the  democrat socialist of america  while at work and your tax dollars pay him   tuesdaytips  maga  kag  url url
6283,99831,@USER WHO FUCKING CARES?!?  He was IN HIS HOME  Some armed cop invaded his home and killed him  She is guilty.  End. Of. Story.,OFF,UNT,,  who fucking cares?!?  he was in his home  some armed cop invaded his home and killed him  she is guilty   end  of  story 
6284,82146,@USER Suck my dick,OFF,TIN,IND,  suck my dick
6285,76396,@USER Yeah bro I know like I have pretty good gun control but the smg 12 is just insane😂,NOT,,,  yeah bro i know like i have pretty good gun control but the smg 12 is just insane 
6286,30679,@USER @USER @USER @USER @USER I love how liberals call people names because that's all they have. How does he deserve to be called a dirt ball?,NOT,,,          i love how liberals call people names because that  all they have  how does he deserve to be called a dirt ball?
6287,77808,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER This is the PIC MSM showed us in 1999 for #JFKJR plane wreckage also- FAKE!!!    Here is a video, showing another pic MSM showed of #JFKJr, even MORE FAKE!!! URL  Article:  Evidence Of A Cover up &amp; Why official story is in DOUBT!""  URL URL",NOT,,,"                                                                                            this is the pic msm showed us in 1999 for  jfkjr plane wreckage also  fake!!!    here is a video, showing another pic msm showed of  jfkjr, even more fake!!! url  article   evidence of a cover up  andamp  why official story is in doubt!""  url url"
6288,49075,@USER @USER @USER Lol. It’s funny how you assumed I only have those qualifications. Typical black tweep. When they are losing a debate they assume the other party is lower than them. “That’s why you are broke.” “Stay there with your debt.” Yet they’ve never met the person. 😂😂😂😂,OFF,TIN,IND,      lol  it s funny how you assumed i only have those qualifications  typical black tweep  when they are losing a debate they assume the other party is lower than them   that s why you are broke    stay there with your debt   yet they ve never met the person      
6289,17082,@USER @USER @USER @USER @USER Conservatives never believe women. It’s amazing. You assume lying every single time.  Remembering the exact date of a high-school drinking party is a rather silly thing to expect. Quick - what was the exact date of the one you got drunkest at? And name everyone there?,OFF,TIN,OTH,          conservatives never believe women  it s amazing  you assume lying every single time   remembering the exact date of a high school drinking party is a rather silly thing to expect  quick   what was the exact date of the one you got drunkest at? and name everyone there?
6290,84569,@USER Literally Sam is quitting smoking mid competition and obviously having some mood swings from it. She is a fantastic human being and you’re portraying her as shit and portraying JC as a cute little dude when he groped Tyler in his sleep. Shame.,OFF,UNT,,  literally sam is quitting smoking mid competition and obviously having some mood swings from it  she is a fantastic human being and you re portraying her as shit and portraying jc as a cute little dude when he groped tyler in his sleep  shame 
6291,70373,@USER @USER @USER It's not your name. You're account is as fake as a 3 dollar bill. You are about as dense as stale unleavened bread.,NOT,,,      it  not your name  you are account is as fake as a 3 dollar bill  you are about as dense as stale unleavened bread 
6292,75420,@USER @USER @USER I don‘t know why they can see she is lying they should leave him alone . They need to write an article now when they wanted to write 1 10 months ago . Just so you know @USER you make no money with Melissa .,NOT,,,      i don t know why they can see she is lying they should leave him alone   they need to write an article now when they wanted to write 1 10 months ago   just so you know   you make no money with melissa  
6293,71869,@USER @USER .@USER you want publicity? Try doing a video apologizing to your fans for kissing trump’s a$$ while burning that maga hat. Puhlease you were just apologizing to drake &amp; posting video of your daughter singing the Kiki song. So stop it. Nobody’s buying this album either URL,OFF,TIN,IND,       you want publicity? try doing a video apologizing to your fans for kissing trump s a   while burning that maga hat  puhlease you were just apologizing to drake  andamp  posting video of your daughter singing the kiki song  so stop it  nobody s buying this album either url
6294,24330,@USER Childess,NOT,,,  childess
6295,46858,@USER Chuck is a “ DUCK !”,OFF,TIN,IND,  chuck is a   duck ! 
6296,26276,@USER @USER You absolutely can enforce them consistently. Stop and frisk isn’t a law based on definable characteristics. That’s the issue. Gun control laws aren’t subjective like stop and frisk.,NOT,,,    you absolutely can enforce them consistently  stop and frisk isn t a law based on definable characteristics  that s the issue  gun control laws aren t subjective like stop and frisk 
6297,37068,@USER He is that stupid!,OFF,TIN,IND,  he is that stupid!
6298,69757,@USER Who does he think he is the dumb Donald!!!!,OFF,TIN,IND,  who does he think he is the dumb donald!!!!
6299,95188,"@USER Nothing with liberals is fair"".""",NOT,,,"  nothing with liberals is fair"" """
6300,43763,@USER @USER @USER You are happy your all friend.,NOT,,,      you are happy your all friend 
6301,81846,@USER @USER @USER @USER @USER You are a good dancer and talented in drawings. My fingers are like that when I vote for CNCO 😂  #PremiosHeat2018 @USER  #LatinGRAMMYCNCO  #CNCOnEllen  @USER #CNCO #TheLatinArtist #PCAs #followERickOnIG,NOT,,,          you are a good dancer and talented in drawings  my fingers are like that when i vote for cnco     premiosheat2018     latingrammycnco   cnconellen     cnco  thelatinartist  pcas  followerickonig
6302,67089,@USER As we now know there were scandals.  They were covered up very well.  That's coming to end.  Slowly but surely.,NOT,,,  as we now know there were scandals   they were covered up very well   that  coming to end   slowly but surely 
6303,59597,@USER YALL PLEASE DO NOT SEND HER YALL MONEY THIS IS A SCAM THESE ARE @USER MY WIGS SHE IS POSTING AND SCAMMING PEOPLE,NOT,,,  yall please do not send her yall money this is a scam these are   my wigs she is posting and scamming people
6304,84623,@USER should be thanking her lucky stars that she has never been sexually assaulted or raped when she was a 15 year old girl.  She could hardly deal with a little harassment from Antifa. #NothingLower,OFF,TIN,IND,  should be thanking her lucky stars that she has never been sexually assaulted or raped when she was a 15 year old girl   she could hardly deal with a little harassment from antifa   nothinglower
6305,16109,@USER You mean like Hollywood actress .@USER ? She supports #Antifa and uses their handbook as her profile pic. Rants about #MeToo yet her brother Alexis Arquette was abused as a child and she is silent about it 👎🏽 #Hypocrites #LiberalismIsAMentalDisease URL,NOT,,,  you mean like hollywood actress    ? she supports  antifa and uses their handbook as her profile pic  rants about  metoo yet her brother alexis arquette was abused as a child and she is silent about it     hypocrites  liberalismisamentaldisease url
6306,33283,@USER @USER Agreed. I have better ideas: ABC—Let AntiFa beat her to death at a pro-Trump Free speech rally.  1/,OFF,TIN,IND,    agreed  i have better ideas  abc let antifa beat her to death at a pro trump free speech rally   1 
6307,65679,"US education can use a ton of rethinking""  URL #TCOT #MAGA #RedNationRising""",NOT,,,"us education can use a ton of rethinking""  url  tcot  maga  rednationrising"""
6308,14044,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hi BEE GEE!!! You are so cute!!!😸😘,NOT,,,                          hi bee gee!!! you are so cute!!!  
6309,36865,@USER that's fucking gross.,OFF,UNT,,  that  fucking gross 
6310,97184,@USER @USER he is so breathtakingly handsome man,NOT,,,    he is so breathtakingly handsome man
6311,29719,@USER @USER A must read! URL,NOT,,,    a must read! url
6312,69696,"@USER Ask Cruz why he blames tofu eating liberals"" for the influx of money into Texas after Houston just held a conference to woo investors from China in May. Texans must learn where that money is coming from and the reasons for the odd insults. URL  #transparency""",NOT,,,"  ask cruz why he blames tofu eating liberals"" for the influx of money into texas after houston just held a conference to woo investors from china in may  texans must learn where that money is coming from and the reasons for the odd insults  url   transparency"""
6313,55180,@USER We thank our God for you every single day.  #MAGA to #KAG,NOT,,,  we thank our god for you every single day    maga to  kag
6314,82019,@USER And then we can issue each one of them a pink unicorn.,NOT,,,  and then we can issue each one of them a pink unicorn 
6315,98521,@USER Reason is he is in a small market on a mediocre team.,OFF,TIN,GRP,  reason is he is in a small market on a mediocre team 
6316,91808,54 concert goers massacred in Fort Worth with 9mm Ruger P89. The NRA calls gun control research 'unethical'.,OFF,TIN,IND,54 concert goers massacred in fort worth with 9mm ruger p89  the nra calls gun control research 'unethical' 
6317,64761,"@USER &lt; help. I should call my father to let him know you are up. I'll be right back.  I lean down placing a chaste kiss against his cheek. Once I pulled away, I give him a bright smile as I walk out of the room to call my father.   I know he's &gt;""",NOT,,,"   andlt  help  i should call my father to let him know you are up  iwill be right back   i lean down placing a chaste kiss against his cheek  once i pulled away, i give him a bright smile as i walk out of the room to call my father    i know he   andgt """
6318,56286,@USER Go pop open your lid in the kitchen. Bam there he is.,NOT,,,  go pop open your lid in the kitchen  bam there he is 
6319,45171,9 factory workers gunned down in Iowa City with 20-gauge Winchester pump-action shotgun. The NRA blames gun control laws.,OFF,TIN,IND,9 factory workers gunned down in iowa city with 20 gauge winchester pump action shotgun  the nra blames gun control laws 
6320,44690,@USER @USER Completely agree.  The political legacy of Cameron &amp; Osbourne will be overlooked because of the EU debacle. How they took the country from £158bn deficit and kept everything running was a political miracle.,NOT,,,    completely agree   the political legacy of cameron  andamp  osbourne will be overlooked because of the eu debacle  how they took the country from  158bn deficit and kept everything running was a political miracle 
6321,13279,@USER Isn’t it time for the BBC to be asking some probing questions of the leader of the Scottish Conservatives..it’s in the public interest,NOT,,,  isn t it time for the bbc to be asking some probing questions of the leader of the scottish conservatives  it s in the public interest
6322,80461,#NickFerrari seems to be intentionally misleading his viewers?!  Suggesting paedophiles among whites are the same percentage as #Muslims and that we are only angry at one? No Mr Ferrari .. I think not!  #LBC #LBCRadio #MAGA #MCGA #MEGA #MBGA #Conservatives #Patriots URL,OFF,TIN,GRP, nickferrari seems to be intentionally misleading his viewers?!  suggesting paedophiles among whites are the same percentage as  muslims and that we are only angry at one? no mr ferrari    i think not!   lbc  lbcradio  maga  mcga  mega  mbga  conservatives  patriots url
6323,46472,@USER How taser works?,NOT,,,  how taser works?
6324,93598,@USER Another country with strict gun control.  For some reason gun control never helps the average citizen but dictators and terrorists sure support it.,NOT,,,  another country with strict gun control   for some reason gun control never helps the average citizen but dictators and terrorists sure support it 
6325,45431,@USER Definitely not as a democracy because its a Constitutional Republic!!,NOT,,,  definitely not as a democracy because its a constitutional republic!!
6326,66367,@USER Ford's takeover of the Ontario Conservatives makes Trump's takeover of the GOP look geologically slow.,NOT,,,  ford  takeover of the ontario conservatives makes trump  takeover of the gop look geologically slow 
6327,80682,@USER @USER What does that have to do with anything at all? 😂🤣 the level of discourse from liberals is embarrassing,NOT,,,    what does that have to do with anything at all?    the level of discourse from liberals is embarrassing
6328,81594,@USER @USER Liberals aren't bright.,NOT,,,    liberals are not bright 
6329,26199,"@USER What is my fucking problem? Really?""  —Jason denys a couple of times. He does not want to behave like an idiot / not again / but he's worried about her.  ""Where is Dick or Bruce? Are not they with you in this?""""",OFF,UNT,,"  what is my fucking problem? really?""   jason denys a couple of times  he does not want to behave like an idiot   not again   but he  worried about her   ""where is dick or bruce? are not they with you in this?"""""
6330,45697,@USER Low life bitches,OFF,TIN,GRP,  low life bitches
6331,80731,@USER Not saying much to claim you are smarter than @USER,NOT,,,  not saying much to claim you are smarter than  
6332,15041,@USER here we go this is where the nats blow a lead now or the 8th inning have you not learned and strasburgh is not what everyone thinks he is inconsistent,NOT,,,  here we go this is where the nats blow a lead now or the 8th inning have you not learned and strasburgh is not what everyone thinks he is inconsistent
6333,49020,#Tyranny #Totalitarianism #Leftism JUST WHEN YOU THINK #THELEFT CAN'T SINK ANY LOWER - #Liberals fear their major cultural victories of the past half-century are democratically... URL,NOT,,, tyranny  totalitarianism  leftism just when you think  theleft can not sink any lower    liberals fear their major cultural victories of the past half century are democratically    url
6334,23820,@USER Traditionalists and fuddy-duddy conservatives form a convenient horseshoe with feminists when it comes to a lot of women's issues.  Their reasons are grounded in chivalry and sex differences rather than equality but the result looks very similar.,NOT,,,  traditionalists and fuddy duddy conservatives form a convenient horseshoe with feminists when it comes to a lot of women  issues   their reasons are grounded in chivalry and sex differences rather than equality but the result looks very similar 
6335,37789,@USER @USER @USER @USER @USER @USER Brexit is the single most important political issue of the day. The Mayor of London with the biggest direct democratic mandate in the UK needs to have a view.,NOT,,,            brexit is the single most important political issue of the day  the mayor of london with the biggest direct democratic mandate in the uk needs to have a view 
6336,53574,@USER He is perfect for the part! Im with it .,NOT,,,  he is perfect for the part! im with it  
6337,64414,@USER Throw Antifa in there too!,NOT,,,  throw antifa in there too!
6338,93615,@USER yo he is gorgeous 😍😍,NOT,,,  yo he is gorgeous   
6339,67985,@USER I already knew that ! LMAO 😂 SO stay with us deplorable bigots!! We’re getting ready to fight for our COUNTRY! #WWG1WGA,OFF,TIN,OTH,  i already knew that ! lmao   so stay with us deplorable bigots!! we re getting ready to fight for our country!  wwg1wga
6340,31397,@USER @USER @USER then you are a fool too,OFF,TIN,IND,      then you are a fool too
6341,25990,@USER Liar!  Set up by far left.  Liberals are so predictable!  Americans are into these empty stupid tactics.  No one believes you!  It’s a politically induced maneuver to attempt to delay the installation of a judge until after midterms.  It won’t work.  No go write your book!,OFF,TIN,GRP,  liar!  set up by far left   liberals are so predictable!  americans are into these empty stupid tactics   no one believes you!  it s a politically induced maneuver to attempt to delay the installation of a judge until after midterms   it won t work   no go write your book!
6342,52261,@USER Because they are crates by the liberals  to save ANY kind of influence...,NOT,,,  because they are crates by the liberals  to save any kind of influence   
6343,20335,@USER can’t believe you are not competitive for the same services as @USER for life. Your service isn’t worth and extra $30 a month. #cancel,NOT,,,  can t believe you are not competitive for the same services as   for life  your service isn t worth and extra  30 a month   cancel
6344,62839,@USER Eric ur no Jeff sessions!!,NOT,,,  eric ur no jeff sessions!!
6345,34629,@USER Element of surprise has gone then Somehow i think this is more,NOT,,,  element of surprise has gone then somehow i think this is more
6346,84836,"@USER @USER @USER @USER @USER @USER Also not correct. But, the some of the safest US cities does not have strict gun control laws. (Side-note: You can not believe one word that *Michael Moore preaches in any of his documentaries."") This video is a bit of an eye-opener: URL",NOT,,,"            also not correct  but, the some of the safest us cities does not have strict gun control laws  (side note  you can not believe one word that  michael moore preaches in any of his documentaries "") this video is a bit of an eye opener  url"
6347,55295,@USER @USER @USER @USER @USER @USER A popular vote would be terrible! We would become a Democracy!,NOT,,,            a popular vote would be terrible! we would become a democracy!
6348,58444,@USER Well she supported $7 co payment for Dr visits when President of AMA thats an indication . She is Ambitious thats all .,NOT,,,  well she supported  7 co payment for dr visits when president of ama thats an indication   she is ambitious thats all  
6349,52835,@USER Yoo our dogs should totally fuck,OFF,TIN,OTH,  yoo our dogs should totally fuck
6350,49336,"@USER @USER @USER Freedom From National Debt"" is also very good and written by former Deputy Secretary of the Treasury Frank N. Newman. Also great cuz he is not an MMT academic but basically confirms MMT from a non-MMT insider's perspective""",NOT,,,"      freedom from national debt"" is also very good and written by former deputy secretary of the treasury frank n  newman  also great cuz he is not an mmt academic but basically confirms mmt from a non mmt insider  perspective"""
6351,26553,#lowemissions #bus #transport #Conservatives PM announces £106m funding for low-emission vehicles: URL,NOT,,, lowemissions  bus  transport  conservatives pm announces  106m funding for low emission vehicles  url
6352,73550,Sean Spicer and Donald Trump in happier times.  #MAGA #TheResistance #MondayMotivation URL,NOT,,,sean spicer and donald trump in happier times    maga  theresistance  mondaymotivation url
6353,17926,@USER Are you going to become an antifa fighter now,NOT,,,  are you going to become an antifa fighter now
6354,60977,@USER @USER I respected Ron Paul and Dennis Kucinich most in congress,NOT,,,    i respected ron paul and dennis kucinich most in congress
6355,86895,@USER And then Americans are going to demand Christine Ford face Criminal charges &amp; face jail time when she is proven to have lied. Her guilt is in the fact she contacted Dems Not the FBI. Ford did not come forward as a witness in the hearing. She’s bought and paid for,NOT,,,  and then americans are going to demand christine ford face criminal charges  andamp  face jail time when she is proven to have lied  her guilt is in the fact she contacted dems not the fbi  ford did not come forward as a witness in the hearing  she s bought and paid for
6356,91618,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't we all! 🙏,NOT,,,                              do not we all!  
6357,92805,And Soros money in their pocket. #maga🇺🇸🇺🇸🇺🇸🇺🇸 URL,NOT,,,and soros money in their pocket   maga         url
6358,73156,@USER Garrett you are amazing and funny. Keep being you. I love when you talk about Harry Potter because Harry Potter is awesome,NOT,,,  garrett you are amazing and funny  keep being you  i love when you talk about harry potter because harry potter is awesome
6359,93018,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Right ... It's a conditioning of sorts resulting in denial... Irrelevant of the facts... THUS Welcomes Cognitive Dissonance in Disguise- ANTIFA 🤦🏻‍♀️,NOT,,,                                                                                                    right     it  a conditioning of sorts resulting in denial    irrelevant of the facts    thus welcomes cognitive dissonance in disguise  antifa      
6360,20906,@USER @USER @USER @USER @USER Education is devolved and is an utter shambles. The snp are in charge of it and neither the conservatives or brexit are a factor.,NOT,,,          education is devolved and is an utter shambles  the snp are in charge of it and neither the conservatives or brexit are a factor 
6361,97581,@USER you suck so fucking hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe. i hate you so much.,OFF,TIN,OTH,  you suck so fucking hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe  i hate you so much 
6362,11806,#TwitterShouldBe a less mean environment and less biased towards conservatives.,NOT,,, twittershouldbe a less mean environment and less biased towards conservatives 
6363,83659,@USER @USER That's just what Satan would say if he were threatened.,NOT,,,    that  just what satan would say if he were threatened 
6364,53879,@USER the owner is a elderly lady who couldn’t leave the trailer cause it was underwater and she is in oxygen tanks,NOT,,,  the owner is a elderly lady who couldn t leave the trailer cause it was underwater and she is in oxygen tanks
6365,43241,@USER @USER And - on reflection -  I is a sycophantic twat   But that does not mean he is wrong,OFF,TIN,IND,    and   on reflection    i is a sycophantic twat   but that does not mean he is wrong
6366,82428,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed &amp; Retweeted All These Awesome MAGA Patriots! We Must Get Fired Up &amp; get all our people out to vote in November or we will all be in for so much  lawlessness The Dems Are Planning on Bringing Impeachment Proceedings even though there are no impeachable Offenses committed,OFF,TIN,GRP,                                          followed  andamp  retweeted all these awesome maga patriots! we must get fired up  andamp  get all our people out to vote in november or we will all be in for so much  lawlessness the dems are planning on bringing impeachment proceedings even though there are no impeachable offenses committed
6367,19541,"@USER A much more traditional"" take on the Lois &amp; Clark dynamic is showing up in Tom King's Superman 100-Page Giants at Walmart. I would recommend it. She is not SUPER-heavily featured in the first issue but she is well-treated.""",NOT,,,"  a much more traditional"" take on the lois  andamp  clark dynamic is showing up in tom king  superman 100 page giants at walmart  i would recommend it  she is not super heavily featured in the first issue but she is well treated """
6368,98627,@USER @USER @USER @USER @USER here is your boy smoking marijuana and hanging out with a pornstar and escort girl and paying the people that keep her a slave to be his slave. He is insane URL,OFF,TIN,IND,          here is your boy smoking marijuana and hanging out with a pornstar and escort girl and paying the people that keep her a slave to be his slave  he is insane url
6369,84642,@USER Don’t you have concerns about Keith Ellison?   Well do you.,NOT,,,  don t you have concerns about keith ellison?   well do you 
6370,27536,@USER They crossed the line a long time ago. Antifa is a branch of the Socialist party.,NOT,,,  they crossed the line a long time ago  antifa is a branch of the socialist party 
6371,65421,@USER @USER Their gullibility.   They think if a politician has an R by their name he is a good guy and don't research that person at all.,NOT,,,    their gullibility    they think if a politician has an r by their name he is a good guy and do not research that person at all 
6372,43865,@USER @USER @USER @USER @USER @USER @USER @USER @USER You mean like all the Liberals screaming at a SC nomination hearing? That kind of clown show? So tell me since when do accusers get to make demands? This isn't a university misandry board of injustice.,OFF,TIN,IND,                  you mean like all the liberals screaming at a sc nomination hearing? that kind of clown show? so tell me since when do accusers get to make demands? this is not a university misandry board of injustice 
6373,83192,@USER @USER How about starting with gun control.,NOT,,,    how about starting with gun control 
6374,50631,@USER now that Bea Arthur had a lovely mud bath and coconut oil rub she is settled in for her bedtime story and loves loves loves your book so much i had to read it three times to her before she would go to bed. We hope you are doing well and feeling better! URL,NOT,,,  now that bea arthur had a lovely mud bath and coconut oil rub she is settled in for her bedtime story and loves loves loves your book so much i had to read it three times to her before she would go to bed  we hope you are doing well and feeling better! url
6375,57627,@USER Yes he is and it's giving a Good View,NOT,,,  yes he is and it  giving a good view
6376,60473,@USER Boy is that professor stupid or else has a mental illness. He obviously should not be teaching anyone!,OFF,TIN,IND,  boy is that professor stupid or else has a mental illness  he obviously should not be teaching anyone!
6377,44467,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Be best. Be #MAGA  ✅Following amazing patriots.,NOT,,,                                        be best  be  maga   following amazing patriots 
6378,76795,@USER The interview is an important part of the hiring process. And selling yourself may not come naturally. Let's make sure you're fully prepared: URL ^TN,NOT,,,  the interview is an important part of the hiring process  and selling yourself may not come naturally  let  make sure you are fully prepared  url  tn
6379,91741,@USER I want to fight one of you for real you are taking the piss URL,OFF,TIN,IND,  i want to fight one of you for real you are taking the piss url
6380,79545,@USER She is disgusting,OFF,TIN,IND,  she is disgusting
6381,70794,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 🙋Hello to all fellow patriots.,NOT,,,                                   hello to all fellow patriots 
6382,53203,@USER YOU ARE SO TALENTED I ADORE YOU,NOT,,,  you are so talented i adore you
6383,83005,@USER @USER If the LEFT  would just stop the politics of distraction he will keep more promises #MAGA,NOT,,,    if the left  would just stop the politics of distraction he will keep more promises  maga
6384,49118,@USER He is too bitchy...  And you?! I ask a question and you dont respond    Why would this be 1 way street?,OFF,TIN,IND,  he is too bitchy     and you?! i ask a question and you dont respond    why would this be 1 way street?
